# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
168.909967241	-44.4014504885
168.911088612	-44.4018192783
168.912043171	-44.4020559723
168.913631452	-44.4021710125
168.91413854	-44.4020628845
169.656520158	-44.4230461422
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2063"
169.647483338	-44.4205071367
169.648093693	-44.4209932456
169.648795022	-44.4213153545
169.650015977	-44.4214498715
169.651311987	-44.4217576928
169.652576803	-44.4220060465
169.653903701	-44.4223237406
169.655037226	-44.4226718459
169.656047978	-44.4229127988
169.65702534	-44.4231888052
169.658109214	-44.4235264339
169.65901752	-44.4239130158
169.660462131	-44.4243736513
169.661880556	-44.4247974812
169.662924769	-44.425003309
169.663532366	-44.4253181105
169.664725824	-44.4260551633
169.665301919	-44.4264275925
168.529063602	-44.3780248939
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2064"
168.546552184	-44.3607785707
168.545445788	-44.3618306581
168.543977837	-44.3630534531
168.542383075	-44.3640414784
168.540129742	-44.3658465739
168.538401739	-44.3676810742
168.53731297	-44.3692024409
168.536469186	-44.3701835515
168.53549334	-44.3716642335
168.534485586	-44.3732337947
168.533170989	-44.3742911923
168.532020253	-44.3755487329
168.530084556	-44.3771316899
168.527934518	-44.3790126987
168.526314581	-44.3803645592
168.524790214	-44.3812424461
168.523686713	-44.3815418866
168.521871956	-44.3819397382
168.52065159	-44.3820813699
168.518732555	-44.3823624401
168.516766232	-44.3826866948
168.5147402	-44.3831347622
168.513341291	-44.3835577491
168.51213203	-44.3839656055
168.511001808	-44.3844080872
168.508848239	-44.3858695227
168.507367036	-44.386793942
168.506679582	-44.3873213169
168.893668355	-44.4006438095
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2065"
168.895387061	-44.3994214559
168.895122876	-44.3995607028
168.893419679	-44.4008289856
168.892591107	-44.4015382816
168.89203547	-44.4019824915
168.819091154	-44.3970017419
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2066"
168.824440974	-44.3935450178
168.82354857	-44.3940352407
168.821491837	-44.3954833793
168.819914161	-44.3963766918
168.818187431	-44.397688093
168.816533326	-44.3987272669
168.815516239	-44.3996003785
168.814031348	-44.4008664579
168.989051344	-44.4031238981
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2067"
168.993311174	-44.3983029054
168.992706096	-44.3987008094
168.992030176	-44.3999116917
168.99076618	-44.4012687642
168.990018324	-44.4021031925
168.989657994	-44.4025051109
168.98817601	-44.4040167452
168.98724937	-44.4051692992
168.985532258	-44.4063933721
168.984127921	-44.4072679218
170.168521954	-44.4266129444
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2068"
170.172392662	-44.4433647671
170.172114566	-44.4423403812
170.171915443	-44.4408451452
170.171694069	-44.4388270584
170.171394888	-44.4367935619
170.170747365	-44.4341572044
170.170375852	-44.4317302046
170.169615015	-44.4296944226
170.168750396	-44.4275300217
170.168062024	-44.4247665665
170.167334325	-44.4224343977
170.166508468	-44.4203834878
170.165672746	-44.417683944
170.16553046	-44.415726302
170.165122021	-44.4136855961
170.164600886	-44.4116376243
170.164283302	-44.4099323362
169.056961276	-44.4126057551
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2069"
169.065411043	-44.4139513195
169.065150058	-44.413906354
169.062828979	-44.4135566482
169.062290743	-44.4134751579
169.058700325	-44.4130278562
169.056820097	-44.4125714883
169.054348116	-44.4119416222
169.052036622	-44.411073932
169.050062827	-44.4104205175
169.048819799	-44.4099768776
168.794716128	-44.4011776008
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206a"
168.793734845	-44.4048832949
168.794205217	-44.4045445598
168.795030125	-44.4033311694
168.795132361	-44.4028663151
168.794867077	-44.4018698523
168.794637304	-44.4008161138
168.794752425	-44.3996848838
168.795140065	-44.3988745227
168.795224214	-44.3979133757
168.795218626	-44.3970210351
169.068318588	-44.4144668974
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206b"
169.071188486	-44.4149236075
169.069808856	-44.4149710989
169.068253678	-44.4144449364
169.065411043	-44.4139513195
169.606524917	-44.4257215526
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206c"
169.600300627	-44.4191045965
169.600562262	-44.4197473408
169.600923852	-44.4205101272
169.601556296	-44.4213169182
169.602439754	-44.4221851401
169.603251984	-44.4228711058
169.604525436	-44.4239534574
169.605359322	-44.4245364563
169.605922874	-44.4250664618
169.60681622	-44.426038524
169.607789876	-44.4270354573
169.608760947	-44.4277485664
169.609109019	-44.4281461175
169.609437344	-44.4286691937
169.609784912	-44.4290757352
169.610234114	-44.4299581578
169.611096086	-44.4313165861
169.611379594	-44.4316897149
169.612090023	-44.4325662847
169.61231665	-44.4327801091
169.936381285	-44.4188853752
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206d"
169.916304566	-44.4414816019
169.917171506	-44.4404014428
169.918381921	-44.4391818258
169.919743866	-44.4372817565
169.921205363	-44.4358841703
169.921734876	-44.4353083543
169.922271247	-44.4346606685
169.923138208	-44.4335759659
169.924348507	-44.4320500757
169.925631201	-44.4299136735
169.927009194	-44.4280589846
169.927189916	-44.4279061772
169.928374172	-44.4268794033
169.929878552	-44.4253117364
169.931285355	-44.4237459652
169.932375553	-44.4223474017
169.934237827	-44.4206585853
169.93521837	-44.419860507
169.935634677	-44.4195248001
169.936965822	-44.4183847555
169.938164024	-44.4175068597
169.938487356	-44.4172677496
169.940989833	-44.4168656531
169.943413717	-44.4164028847
169.945453736	-44.4161956092
169.947220711	-44.4160441331
169.949052809	-44.4153584806
169.950437566	-44.413350606
169.951375344	-44.4118487878
169.951634108	-44.4112747118
169.952484584	-44.4104325372
169.953738714	-44.4094974207
169.955283819	-44.4082772533
169.956442127	-44.4070648982
169.956932844	-44.4065599599
169.957993906	-44.4054666141
169.959217278	-44.4042694542
169.960517863	-44.4030968273
168.980595743	-44.4101928223
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206e"
168.984127921	-44.4072679218
168.983934103	-44.4073918065
168.982334017	-44.40892628
168.980499014	-44.4102633017
168.978694972	-44.4116058841
168.977488158	-44.4122529898
168.976722931	-44.4126452146
168.913592192	-44.408770471
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_206f"
168.90682654	-44.4074616118
168.907162978	-44.4076402917
168.908484388	-44.407890073
168.910721222	-44.4082625122
168.911969677	-44.408613282
168.913428054	-44.4087462275
168.915717597	-44.4090843959
168.917185261	-44.4094924534
168.918970156	-44.4103127347
168.920089427	-44.4109426681
169.372060103	-44.4255519061
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2070"
169.373732967	-44.422058947
169.373190443	-44.4232715662
169.372541402	-44.4246835273
169.371923061	-44.4257991645
169.371589887	-44.4266715313
169.371208193	-44.4272585957
169.37068586	-44.428088971
169.370432378	-44.4286350261
169.370344309	-44.4287899057
169.370257998	-44.4289673624
168.502960286	-44.3933155823
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2071"
168.506679582	-44.3873213169
168.506013859	-44.3879757204
168.505649925	-44.388916837
168.504681589	-44.3903254802
168.503983637	-44.3919790487
168.502814494	-44.3935059921
168.501527401	-44.395136457
168.500046131	-44.3963041398
168.498332731	-44.3975888803
168.497786801	-44.3981533057
168.805035553	-44.4095216358
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2072"
168.804382141	-44.4110713946
168.805126762	-44.409305308
168.805587722	-44.4082137313
168.805704948	-44.4079792078
169.915797629	-44.445822148
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2073"
169.912931339	-44.449236095
169.913277007	-44.4483311817
169.914301043	-44.4472552331
169.915382074	-44.4463519151
169.916125963	-44.445403575
169.916494961	-44.4443506719
169.916557869	-44.4433211309
169.916434273	-44.4424937623
169.916304566	-44.4414816019
168.787612483	-44.4078430002
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2074"
168.788085523	-44.4137238893
168.788090475	-44.4135663697
168.787876774	-44.4129052038
168.787458459	-44.4123807208
168.786764831	-44.411706464
168.786248015	-44.4108449389
168.786075926	-44.4098653863
168.786103699	-44.4091680135
168.786671189	-44.4085264777
168.788000292	-44.4075614112
168.789184125	-44.4062530763
168.789960026	-44.4055966347
168.791787609	-44.4055284091
168.793013123	-44.405397561
168.793734845	-44.4048832949
169.591668105	-44.4295103089
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2075"
169.591429455	-44.4403261973
169.591550919	-44.4401271112
169.59184753	-44.4386315899
169.591877128	-44.4370786434
169.591872002	-44.4352003961
169.591934439	-44.4338961293
169.591988359	-44.4331771087
169.591936242	-44.4322252622
169.591835478	-44.4304252592
169.59151987	-44.4286999805
169.591510566	-44.4272224491
169.591708603	-44.4258005826
169.591706017	-44.4242061498
169.59164912	-44.4231190459
169.591361804	-44.4218314718
169.591364774	-44.4207416317
169.591603414	-44.4194876064
169.591745893	-44.4187036434
168.487484478	-44.4021157893
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2076"
168.497786801	-44.3981533057
168.497373358	-44.3985877321
168.495649366	-44.3998449793
168.493262409	-44.401427674
168.492296973	-44.4017637928
168.491527273	-44.4018417106
168.48904088	-44.4020098788
168.485641304	-44.402241214
168.482052832	-44.4026813236
168.479918374	-44.4028496293
168.476789775	-44.4033167014
168.47612103	-44.4034300408
169.677311449	-44.435444847
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2077"
169.665301919	-44.4264275925
169.665811277	-44.4267575584
169.667920316	-44.4280344274
169.66991585	-44.4293755361
169.671624304	-44.4304020846
169.672699071	-44.4312977581
169.673794259	-44.4324462129
169.674419527	-44.4328965705
169.674797102	-44.4331686542
169.675796553	-44.434008083
169.677006965	-44.4350652434
169.677850049	-44.4361163277
169.678804866	-44.4371931361
169.679621031	-44.438220913
169.681583528	-44.4405561505
169.682480758	-44.4415411965
169.683461753	-44.4424340636
169.684407285	-44.4430061462
169.684976261	-44.443454824
169.685672152	-44.4439386656
169.686089894	-44.4442253714
169.686367804	-44.4444269993
169.686504624	-44.4445660325
169.687473055	-44.4454044578
169.688161589	-44.4457394526
170.173501242	-44.4511564112
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2078"
170.174447043	-44.4590525334
170.174205668	-44.4582451793
170.173828606	-44.4564574446
170.173655781	-44.4547377272
170.173696489	-44.452361332
170.173344153	-44.4501869696
170.17306376	-44.4480864027
170.173275017	-44.4463535413
170.173031401	-44.4447356522
170.172392662	-44.4433647671
169.480166364	-44.4287286953
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2079"
169.484334092	-44.4132283694
169.484267307	-44.413559636
169.48360659	-44.4152690632
169.483221165	-44.4162572193
169.483112797	-44.4168124221
169.482771265	-44.4182253001
169.482566055	-44.4203584854
169.482489705	-44.4218560192
169.482272398	-44.4229754148
169.481707422	-44.4247102751
169.481223573	-44.4263485181
169.480317114	-44.4284873327
169.479361964	-44.4300166029
169.47835115	-44.4316882984
169.477495539	-44.43339175
169.476684292	-44.4355109287
169.476213854	-44.4369198568
169.475785568	-44.438465194
169.475528665	-44.439718495
169.475048633	-44.4410235322
169.474650309	-44.4422229661
169.474083298	-44.4436154248
170.197239181	-44.4611325747
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207a"
170.195056112	-44.4636911468
170.196047595	-44.4625985013
170.196543874	-44.4620071628
170.19743945	-44.460880668
170.198685575	-44.4594519639
170.199485029	-44.458629306
169.365382544	-44.4346398268
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207b"
169.370257998	-44.4289673624
169.37012853	-44.4292335472
169.369818163	-44.4299895149
169.369188164	-44.4310372077
169.368863022	-44.4314188462
169.368213693	-44.4319614372
169.367329932	-44.4326362733
169.366647825	-44.4332003451
169.366072918	-44.4337587836
169.36554443	-44.434431292
169.36535329	-44.4346775106
169.364602221	-44.4352889453
169.364078673	-44.4358805249
169.363291722	-44.4368196393
169.363131483	-44.4371253862
169.362815795	-44.4377100045
169.362530823	-44.4382550519
169.362224908	-44.4388850209
169.36200664	-44.4394186587
169.361483444	-44.4405147293
169.36134682	-44.440947342
169.360177661	-44.4441702087
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207c"
169.36134682	-44.440947342
169.361198846	-44.441411127
169.360833673	-44.4422374155
169.36061759	-44.4427350853
169.360015864	-44.4446980167
169.359754026	-44.4457347661
169.359534086	-44.4469079693
169.359478462	-44.4473521466
169.359467951	-44.4475229811
169.650127151	-44.4363465002
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207d"
169.640255349	-44.4516924382
169.640542758	-44.4515026348
169.641013103	-44.4506921349
169.64149352	-44.449981008
169.642070985	-44.4489439299
169.642707222	-44.4477013873
169.643373728	-44.4460904172
169.6442223	-44.4443721418
169.64535902	-44.4423379649
169.646042948	-44.4414165553
169.648755325	-44.4384733145
169.649621878	-44.4370437639
169.650545642	-44.4357689929
169.651609233	-44.4348000176
169.652166071	-44.4342892304
169.653065458	-44.4335001335
169.65420332	-44.4324387113
169.655266882	-44.4315237484
169.656963638	-44.4304694811
169.658569891	-44.4295702
169.66057717	-44.4286915036
169.663118944	-44.4279182943
169.664159465	-44.4272412828
169.664850872	-44.4267928736
169.665301919	-44.4264275925
168.872925601	-44.415612133
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207e"
168.89203547	-44.4019824915
168.891203721	-44.4026466099
168.889418194	-44.4037406863
168.887628558	-44.4050733811
168.884774689	-44.4072465306
168.882316843	-44.4092806133
168.879647846	-44.4111854309
168.877646761	-44.412749196
168.87489721	-44.4144527794
168.872658582	-44.4157691467
168.870462512	-44.4169698573
168.867504049	-44.4186882974
168.864639205	-44.4202343164
168.86209397	-44.4219719939
168.859018195	-44.4241455737
168.858104243	-44.424761454
168.856572683	-44.4258011233
168.854853222	-44.4268745496
168.854140877	-44.4273489847
168.85288353	-44.4277947475
169.910855468	-44.4558634952
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_207f"
169.90593104	-44.4608788451
169.907339009	-44.4595610422
169.908708165	-44.458323243
169.909974888	-44.4572403027
169.910842028	-44.4559215237
169.911255615	-44.4541358136
169.911372661	-44.4524907891
169.91191233	-44.4507579777
169.912259115	-44.4500737507
169.912931339	-44.449236095
168.468580829	-44.4066584912
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2080"
168.47612103	-44.4034300408
168.47469128	-44.4036710955
168.472992603	-44.404221488
168.47155258	-44.4047595314
168.469130511	-44.406133057
168.466558912	-44.4085912164
168.465846526	-44.4092300422
168.465279787	-44.4100593891
168.465061296	-44.4109791085
168.465092714	-44.4117149214
168.465210229	-44.4125983469
168.465162747	-44.41358341
169.589128805	-44.4468871473
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2081"
169.591429455	-44.4403261973
169.59123825	-44.4406448273
169.5907752	-44.441973295
169.590604015	-44.4425447298
169.590231449	-44.4435020501
169.589840398	-44.4446164575
169.58967997	-44.4452737818
169.589560495	-44.445765674
169.5894966	-44.4460565355
169.588947376	-44.4472968794
169.587701153	-44.4489580001
169.586452333	-44.4512630808
169.586123348	-44.4517893108
169.585756752	-44.4524225201
169.585540683	-44.4528439955
169.584730432	-44.4532880306
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2082"
169.585540683	-44.4528439955
169.584706344	-44.4533012314
169.583920626	-44.453732877
169.585207762	-44.4535382002
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2083"
169.585023587	-44.4542879469
169.585228985	-44.4534518037
169.585540683	-44.4528439955
169.636339155	-44.4540919105
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2084"
169.632335404	-44.4562987878
169.632521287	-44.4562366513
169.633065577	-44.4558426793
169.634306178	-44.4549240461
169.635419166	-44.4544250331
169.635765804	-44.4543000185
169.636719178	-44.4539539745
169.6382441	-44.4531201429
169.63933746	-44.4523007583
169.640255349	-44.4516924382
169.692714599	-44.451507966
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2085"
169.694286305	-44.4586780693
169.694185038	-44.4577879641
169.694082245	-44.456587067
169.693886689	-44.4556402203
169.693761547	-44.4542765534
169.693137466	-44.4526148798
169.692566909	-44.451121367
169.691798159	-44.4498563626
169.690985137	-44.4491034947
169.688727727	-44.4465212957
169.688161589	-44.4457394526
169.901469162	-44.4635742676
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2086"
169.897007931	-44.4663048445
169.898487531	-44.465367332
169.899790409	-44.4645016196
169.901053079	-44.4637428907
169.902626949	-44.4631050584
169.903937351	-44.462334067
169.90593104	-44.4608788451
168.581154095	-44.4246091529
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2087"
168.587069387	-44.4246388087
168.586225728	-44.4246108924
168.585061962	-44.42457517
168.584074095	-44.4245416934
168.583155623	-44.4246731028
168.581082367	-44.4246068612
168.578907373	-44.4243879573
168.577185354	-44.4243757221
168.576070646	-44.4243147584
168.575243584	-44.4242333236
168.544936433	-44.4228675836
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2088"
168.575243584	-44.4242333236
168.572260722	-44.4239290827
168.569494732	-44.4237097371
168.567240325	-44.4237534139
168.56245911	-44.4233659548
168.557383986	-44.4232913756
168.553534865	-44.4230522542
168.549573756	-44.4230474965
168.541576789	-44.4227372405
168.535503821	-44.422803177
168.531026309	-44.4226424933
168.5268931	-44.422585175
168.521026938	-44.4223699784
168.514606311	-44.4218804517
169.628930055	-44.4586266661
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2089"
169.625443421	-44.4608310692
169.625909392	-44.4604888858
169.626204706	-44.4602723247
169.627701624	-44.4593837633
169.628936571	-44.4586226502
169.62979203	-44.4581206766
169.630949147	-44.4572897161
169.632335404	-44.4562987878
168.842970736	-44.432354479
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_208a"
168.85288353	-44.4277947475
168.851961104	-44.4281714801
168.84915965	-44.4291607278
168.846850117	-44.4301721852
168.84433613	-44.4315411625
168.8421112	-44.4328664737
168.839759142	-44.4342096727
168.837753133	-44.4352364433
168.834940033	-44.4363375763
168.833217469	-44.4372664034
169.468816877	-44.4522563502
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_208b"
169.474083298	-44.4436154248
169.473416313	-44.4454192036
169.472569574	-44.4467040165
169.471490956	-44.4484501611
169.470463713	-44.4500717535
169.468855035	-44.4522160415
169.467620199	-44.4535204757
169.466673998	-44.4545184475
169.466141709	-44.4550606595
169.465713145	-44.4554979472
169.464838425	-44.4564035082
169.464271209	-44.4568455518
169.463066882	-44.4575833571
169.461817307	-44.4579729454
169.460961481	-44.4584556703
170.189887663	-44.4724932008
